"","mass","int","logint"
"1",106.638900756836,1570.53698730469,7.35917286999376
"2",107.070472717285,14019.9208984375,9.54823451852113
"3",109.10131072998,8121.2265625,9.00223647624322
"4",109.430725097656,1751.38610839844,7.468162815344
"5",109.685470581055,2050.84936523438,7.62600931082833
"6",110.020225524902,6375.85888671875,8.76027408828015
"7",111.044212341309,3668.17846679688,8.20745048726277
"8",111.080642700195,2364.10986328125,7.76815685091536
"9",111.117065429688,8005.908203125,8.98793507347692
"10",112.028396606445,3763.83837890625,8.23319456112936
"11",112.075973510742,2661.4765625,7.88663634644967
"12",112.989356994629,1632.13708496094,7.39764553013424
"13",113.060035705566,6992.78759765625,8.85263455367705
"14",113.198448181152,1744.27026367188,7.46409156016443
"15",113.963912963867,6867.9951171875,8.83462751106596
"16",114.055389404297,3559.47119140625,8.17736727107284
"17",114.091583251953,68904.6640625,11.1404791479255
"18",115.039276123047,3311.58081054688,8.10518094063102
"19",115.075622558594,6509.2509765625,8.78097967121934
"20",115.09489440918,4625.138671875,8.43926163260515
"21",116.070861816406,19520.14453125,9.87920226420453
"22",117.091255187988,11973.3798828125,9.3904411215032
"23",117.726432800293,1682.78955078125,7.42820814227306
"24",117.945701599121,1711.474609375,7.44511062255491
"25",118.086479187012,70809.703125,11.1677513200795
"26",119.089683532715,2748.73168945312,7.91889488043819
"27",122.059928894043,2919.41259765625,7.97913770983968
"28",122.096366882324,2023.28076171875,7.61247561237181
"29",123.044326782227,11812.8544921875,9.37694358127234
"30",123.055488586426,16163.9150390625,9.69053657000183
"31",123.080596923828,5078.48193359375,8.53276766394362
"32",123.1171875,3876.33056640625,8.26264425482459
"33",124.039520263672,5979.85107421875,8.69615094265777
"34",124.075859069824,3720.33422851562,8.22156878960642
"35",124.640243530273,1953.60949707031,7.57743396466235
"36",125.071464538574,3574.37719726562,8.18154622939662
"37",125.096321105957,7288.64111328125,8.89407240341346
"38",125.986480712891,15805.1025390625,9.66808811238967
"39",126.05517578125,7327.18115234375,8.89934615779916
"40",127.039215087891,48456.53515625,10.7884224927687
"41",127.075630187988,10368.0341796875,9.24648271523858
"42",127.086853027344,20467.689453125,9.92660279749822
"43",127.112030029297,6248.1943359375,8.740047794739
"44",128.042495727539,3288.03588867188,8.09804567116269
"45",128.070755004883,7126.720703125,8.87160647817287
"46",128.107162475586,13881.703125,9.53832693006359
"47",128.143814086914,2340.79028320312,7.75824387919911
"48",128.950988769531,3344.38891601562,8.11503927007822
"49",129.05241394043,6460.22802734375,8.7734198945041
"50",129.054931640625,6504.60791015625,8.78026611398106
"51",129.091079711914,4961.103515625,8.50938347796222
"52",129.102386474609,7507.9150390625,8.92371308158783
"53",129.127639770508,8177.54931640625,9.00914779013801
"54",130.008102416992,6616.07568359375,8.7972576761172
"55",130.050170898438,4276.322265625,8.36084863544747
"56",130.08642578125,17383.12890625,9.76325541174439
"57",130.123184204102,2419.96850585938,7.79150980495835
"58",130.159255981445,10219.978515625,9.23209976156615
"59",131.070526123047,5328.0478515625,8.58074019332901
"60",131.107025146484,5100.8056640625,8.53715377958153
"61",131.118194580078,4570.1650390625,8.42730459681659
"62",132.10205078125,12099.92578125,9.40095459778503
"63",133.086242675781,5631.451171875,8.63612244491389
"64",133.101318359375,5066.771484375,8.53045910565786
"65",134.987182617188,2778.3310546875,7.92960568636798
"66",135.043960571289,2474.24633789062,7.81369111868704
"67",135.101760864258,23871.08203125,10.0804230484794
"68",135.117004394531,2197.96728515625,7.69528825093845
"69",136.02165222168,13432.2255859375,9.50541199328114
"70",136.075805664062,6122.7236328125,8.71976231454757
"71",136.112396240234,1802.78356933594,7.49708717680554
"72",137.060028076172,6569.82080078125,8.79024183573092
"73",137.096267700195,5360.31005859375,8.58677709914435
"74",137.133071899414,2072.11767578125,7.63632639509741
"75",139.039001464844,3699.2919921875,8.21589672685907
"76",139.050186157227,2557.9306640625,7.84695387624465
"77",139.075698852539,5957.97607421875,8.69248611752477
"78",139.111968994141,5232.15966796875,8.56257941024951
"79",140.068496704102,4720.2333984375,8.45961352617855
"80",140.663269042969,1795.10595703125,7.49281932816701
"81",141.065658569336,1866.24780273438,7.53168517148332
"82",141.091247558594,44475.22265625,10.7026875188453
"83",141.958801269531,16533.013671875,9.7131144894956
"84",142.086456298828,6010.72216796875,8.70130018137018
"85",142.09455871582,2526.16235351562,7.83445657381241
"86",142.159271240234,4056.57885742188,8.3080952514149
"87",142.939147949219,2316.39624023438,7.74776791224307
